"audience","source_file","component_symbols","route_paths","route_status","navigation_placement","surface_classification","visible_technical_indicators","notes"
"agency","frontend/src/pages/agency/TimelinePage.jsx","TimelinePage","/agency/timeline","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"agency","frontend/src/pages/agency/TravelRequestsPage.jsx","TravelRequestsPage","/agency/travel-requests","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"agency","frontend/src/pages/agency/TravelWorkspacesPage.jsx","TravelWorkspacesPage","/agency/travel-workspaces","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"agency","frontend/src/pages/agency/TripCreatePage.jsx","TripCreatePage","/agency/trips/new","exact","contextual","contextual_detail","none","Canonical or contextual product surface."
"agency","frontend/src/pages/agency/TripDetailPage.jsx","TripDetailPage","dynamic route in frontend/src/routes/RoutedApplication.jsx","dynamic","contextual","contextual_detail","none","Canonical or contextual product surface."
"agency","frontend/src/pages/agency/TripsPage.jsx","TripsPage","/agency/trips","exact_and_dynamic","primary","task_surface","none","Canonical or contextual product surface."
"agency","frontend/src/pages/agency/TripWorkspacesPage.jsx","TripWorkspacesPage","/agency/trip-workspaces","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"agency","frontend/src/pages/agency/WebsiteBuilderPage.jsx","WebsiteBuilderPage","/agency/website","exact","advanced","specialist_tooling","none","Retained under collapsed Advanced navigation."
"agency","frontend/src/pages/agency/WebsiteMediaLibraryPage.jsx","WebsiteMediaLibraryPage","/agency/website/media","exact","advanced","specialist_tooling","none","Retained under collapsed Advanced navigation."
"agency","frontend/src/pages/agency/WorkflowEnginePage.jsx","WorkflowEnginePage","/agency/workflow-engine","exact","advanced","specialist_tooling","metadata | engineering","Retained under collapsed Advanced navigation."
"agency","frontend/src/pages/agency/WorkflowMaturityPage.jsx","AgencyWorkflowMaturityPage","/agency/workflow-maturity","exact","advanced","diagnostics","diagnostics","Retained under collapsed Advanced navigation."
"authentication","frontend/src/pages/auth/InviteAcceptPage.jsx","InviteAcceptPage","/invite/accept","exact","contextual","contextual_detail","none","Canonical or contextual product surface."
"authentication","frontend/src/pages/auth/LoginPage.jsx","LoginPage","/login","exact","contextual","contextual_detail","none","Canonical or contextual product surface."
"platform","frontend/src/pages/platform/AfterSalesDiagnosticsPage.jsx","PlatformAfterSalesDiagnosticsPage","/platform/after-sales","exact","advanced","diagnostics","metadata | diagnostics","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/AirlineCapabilityMatrixPage.jsx","AirlineCapabilityMatrixPage","/platform/airline-capability-matrix","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/AirlineContactIntelligencePage.jsx","PlatformAirlineContactIntelligencePage","/platform/airline-contact-intelligence","exact","advanced","specialist_tooling","none","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/AirlineDetailPage.jsx","AirlineDetailPage","dynamic route in frontend/src/routes/RoutedApplication.jsx","dynamic","contextual","contextual_detail","none","Canonical or contextual product surface."
"platform","frontend/src/pages/platform/AirlineDistributionCapabilitiesPage.jsx","PlatformAirlineDistributionCapabilitiesPage","/platform/airline-distribution-capabilities","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/AirlineEvidencePage.jsx","PlatformAirlineEvidencePage","/platform/airline-evidence","exact","advanced","specialist_tooling","metadata | engineering","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/AirlineIntelligenceAgencyConsumptionPage.jsx","PlatformAirlineIntelligenceAgencyConsumptionPage","/platform/airline-intelligence-agency-consumption","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/AirlineIntelligenceDataPackReviewsPage.jsx","AirlineIntelligenceDataPackReviewsPage","/platform/airline-intelligence-data-pack-reviews","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/AirlineIntelligenceDataPacksPage.jsx","AirlineIntelligenceDataPacksPage","/platform/airline-intelligence-data-packs","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/AirlineIntelligenceKnowledgeVersionsPage.jsx","PlatformAirlineIntelligenceKnowledgeVersionsPage","/platform/airline-intelligence-knowledge-versions","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/AirlineIntelligenceReadinessPage.jsx","PlatformAirlineIntelligenceReadinessPage","/platform/airline-intelligence-readiness","exact","advanced","specialist_tooling","metadata | engineering","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/AirlineKnowledgeAcquisitionPage.jsx","AirlineKnowledgeAcquisitionPage","/platform/airline-knowledge-acquisition","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/AirlineKnowledgeDetailPage.jsx","AirlineKnowledgeDetailPage","dynamic route in frontend/src/routes/RoutedApplication.jsx","dynamic","contextual","contextual_detail","none","Canonical or contextual product surface."
"platform","frontend/src/pages/platform/AirlineKnowledgeGovernancePage.jsx","AirlineKnowledgeGovernancePage","/platform/airline-knowledge-governance | /platform/airline-knowledge-releases","exact","advanced","catalogue_or_governance","metadata","Compatibility aliases share this page component."
"platform","frontend/src/pages/platform/AirlineKnowledgeNormalisationPage.jsx","AirlineKnowledgeNormalisationPage","/platform/airline-knowledge-normalisation","exact","advanced","specialist_tooling","metadata | engineering","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/AirlineKnowledgePublishingPage.jsx","PlatformAirlineKnowledgePublishingPage","/platform/knowledge-publishing","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/AirlineKnowledgeVersionsPage.jsx","PlatformAirlineKnowledgeVersionsPage","/platform/knowledge-versions","exact","advanced","specialist_tooling","none","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/AirlineMasterProfilesPage.jsx","AirlineMasterProfilesPage","/platform/airline-master-profiles","exact","advanced","specialist_tooling","catalogue | engineering","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/AirlineOperationalIntelligencePage.jsx","AirlineOperationalIntelligencePage","/platform/airline-operational-intelligence","exact","advanced","specialist_tooling","metadata | engineering","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/AirlinePolicyIngestionPage.jsx","AirlinePolicyIngestionPage","/platform/airline-policy-ingestion","exact","advanced","specialist_tooling","none","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/AirlineRecommendationsPage.jsx","PlatformAirlineRecommendationsPage","/platform/airline-recommendations","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/AirlineServiceCoveragePage.jsx","PlatformAirlineServiceCoveragePage","/platform/airline-service-coverage","exact","advanced","specialist_tooling","none","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/AirlinesPage.jsx","AirlinesPage","/platform/airlines","exact","primary","task_surface","none","Canonical or contextual product surface."
"platform","frontend/src/pages/platform/AncillaryPricingPage.jsx","PlatformAncillaryPricingPage","/platform/ancillary-pricing","exact","advanced","specialist_tooling","none","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/BookingHandoffDiagnosticsPage.jsx","PlatformBookingHandoffDiagnosticsPage","/platform/booking-handoffs","exact","advanced","diagnostics","metadata | diagnostics","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/BookingWorkspacesPage.jsx","PlatformBookingWorkspacesPage","/platform/booking-workspaces","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/CapabilityCatalogPage.jsx","PlatformCapabilityCatalogPage","/platform/capabilities","exact","advanced","catalogue_or_governance","metadata | catalogue","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/ClientMasterPage.jsx","PlatformClientMasterPage","/platform/client-master","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/CommercialPilotReadinessPage.jsx","CommercialPilotReadinessPage","/platform/commercial-pilot-readiness","exact","advanced","specialist_tooling","none","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/DocumentWorkspacesPage.jsx","PlatformDocumentWorkspacesPage","/platform/document-workspaces","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/EmdWorkspacesPage.jsx","PlatformEmdWorkspacesPage","/platform/emd-workspaces","exact","advanced","specialist_tooling","metadata | engineering","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/FareBrandIntelligencePage.jsx","PlatformFareBrandIntelligencePage","/platform/fare-brand-intelligence","exact","advanced","specialist_tooling","engineering","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/FeatureBundleAssignmentsPage.jsx","PlatformFeatureBundleAssignmentsPage","/platform/feature-bundle-assignments","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/FeatureBundleDependenciesPage.jsx","PlatformFeatureBundleDependenciesPage","/platform/feature-bundle-dependencies","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/FeatureBundleRolloutApprovalsPage.jsx","PlatformFeatureBundleRolloutApprovalsPage","/platform/feature-bundle-rollout-approvals","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/FeatureBundleRolloutChangeRequestsPage.jsx","PlatformFeatureBundleRolloutChangeRequestsPage","/platform/feature-bundle-rollout-change-requests","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/FeatureBundleRolloutDecisionsPage.jsx","PlatformFeatureBundleRolloutDecisionsPage","/platform/feature-bundle-rollout-decisions","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/FeatureBundleRolloutIssuesPage.jsx","PlatformFeatureBundleRolloutIssuesPage","/platform/feature-bundle-rollout-issues","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/FeatureBundleRolloutPlansPage.jsx","PlatformFeatureBundleRolloutPlansPage","/platform/feature-bundle-rollout-plans","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/FeatureBundleRolloutReadinessPage.jsx","PlatformFeatureBundleRolloutReadinessPage","/platform/feature-bundle-rollout-readiness","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/FeatureBundleRolloutRisksPage.jsx","PlatformFeatureBundleRolloutRisksPage","/platform/feature-bundle-rollout-risks","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/FeatureBundleRolloutRollbackPlansPage.jsx","PlatformFeatureBundleRolloutRollbackPlansPage","/platform/feature-bundle-rollout-rollback-plans","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/FeatureBundleRolloutSchedulePage.jsx","PlatformFeatureBundleRolloutSchedulePage","/platform/feature-bundle-rollout-schedule","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/FeatureBundleRolloutSummaryPacksPage.jsx","PlatformFeatureBundleRolloutSummaryPacksPage","/platform/feature-bundle-rollout-summary-packs","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/FeatureBundleRolloutTimelinePage.jsx","PlatformFeatureBundleRolloutTimelinePage","/platform/feature-bundle-rollout-timeline","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/FeatureFlagAuditPage.jsx","PlatformFeatureFlagAuditPage","/platform/feature-flag-audit","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/FeatureFlagBundlesPage.jsx","PlatformFeatureFlagBundlesPage","/platform/feature-flag-bundles","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/FeatureFlagsPage.jsx","PlatformFeatureFlagsPage","/platform/feature-flags","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/FlightWorkspacesPage.jsx","PlatformFlightWorkspacesPage","/platform/flight-workspaces","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/IntelligentOfferBuilderPage.jsx","PlatformIntelligentOfferBuilderPage","/platform/intelligent-offer-builder","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/InterlineCodeshareIntelligencePage.jsx","PlatformInterlineCodeshareIntelligencePage","/platform/interline-codeshare-intelligence","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/JourneyAuthoringDiagnosticsPage.jsx","PlatformJourneyAuthoringDiagnosticsPage","/platform/journey-authoring","exact","advanced","diagnostics","metadata | foundation | diagnostics | engineering","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/JourneyComparisonPresentationDiagnosticsPage.jsx","PlatformJourneyComparisonPresentationDiagnosticsPage","/platform/journey-comparison-presentations","exact","advanced","diagnostics","metadata | diagnostics","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/JourneyEnginePage.jsx","PlatformJourneyEnginePage","/platform/journey-engine","exact","advanced","diagnostics","diagnostics | engineering","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/JourneyOptionCompositionDiagnosticsPage.jsx","PlatformJourneyOptionCompositionDiagnosticsPage","/platform/journey-option-compositions","exact","advanced","diagnostics","diagnostics","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/KnowledgeImportTemplatesPage.jsx","PlatformKnowledgeImportTemplatesPage","/platform/knowledge-import-templates","exact","advanced","catalogue_or_governance","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/KnowledgePopulationToolkitPage.jsx","PlatformKnowledgePopulationToolkitPage","/platform/knowledge-population-toolkit","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/KnowledgeQualityAssurancePage.jsx","PlatformKnowledgeQualityAssurancePage","/platform/knowledge-quality-assurance","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/OfferDecisionExplanationsPage.jsx","PlatformOfferDecisionExplanationsPage","/platform/offer-decision-explanations","exact","advanced","diagnostics","diagnostics","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/OfferDecisionExportAuditReviewsPage.jsx","PlatformOfferDecisionExportAuditReviewsPage","/platform/offer-decision-export-audit-reviews","exact","advanced","diagnostics","metadata | diagnostics","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/OfferDecisionExportCompliancePage.jsx","PlatformOfferDecisionExportCompliancePage","/platform/offer-decision-export-compliance","exact","advanced","diagnostics","metadata | diagnostics","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/OfferDecisionExportDeliveriesPage.jsx","PlatformOfferDecisionExportDeliveriesPage","/platform/offer-decision-export-deliveries","exact","advanced","diagnostics","metadata | diagnostics","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/OfferDecisionExportDeliveryOutcomesPage.jsx","PlatformOfferDecisionExportDeliveryOutcomesPage","/platform/offer-decision-export-delivery-outcomes","exact","advanced","diagnostics","metadata | diagnostics","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/OfferDecisionExportGovernancePage.jsx","PlatformOfferDecisionExportGovernancePage","/platform/offer-decision-export-governance","exact","advanced","diagnostics","metadata | diagnostics","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/OfferDecisionExportPreviewsPage.jsx","PlatformOfferDecisionExportPreviewsPage","/platform/offer-decision-export-previews","exact","advanced","diagnostics","metadata | diagnostics","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/OfferDecisionExportReleasesPage.jsx","PlatformOfferDecisionExportReleasesPage","/platform/offer-decision-export-releases","exact","advanced","diagnostics","diagnostics","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/OfferDecisionExportsPage.jsx","PlatformOfferDecisionExportsPage","/platform/offer-decision-exports","exact","advanced","diagnostics","metadata | diagnostics","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/OfferDecisionPacksPage.jsx","PlatformOfferDecisionPacksPage","/platform/offer-decision-packs","exact","advanced","diagnostics","diagnostics","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/OfferDeliveryDiagnosticsPage.jsx","PlatformOfferDeliveryDiagnosticsPage","/platform/offer-delivery-diagnostics","exact","advanced","diagnostics","diagnostics","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/OfferPolicyAdvisorPage.jsx","PlatformOfferPolicyAdvisorPage","/platform/offer-policy-advisor","exact","advanced","diagnostics","diagnostics","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/OfferWorkspacesPage.jsx","PlatformOfferWorkspacesPage","/platform/offer-workspaces","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/OperationalConstraintsPage.jsx","PlatformOperationalConstraintsPage","/platform/operational-constraints","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/OperationalEvaluationsPage.jsx","PlatformOperationalEvaluationsPage","/platform/operational-evaluations","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/OperationalIntelligenceCasesPage.jsx","PlatformOperationalIntelligenceCasesPage","/platform/operational-intelligence-cases","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/OperationalRuleComposerPage.jsx","PlatformOperationalRuleComposerPage","/platform/operational-rule-composer","exact","advanced","catalogue_or_governance","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/OperationalScenarioTestingPage.jsx","PlatformOperationalScenarioTestingPage","/platform/operational-scenario-testing","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/OperationalTimelinesPage.jsx","PlatformOperationalTimelinesPage","/platform/operational-timelines","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/OperationalTravelWorkspacesPage.jsx","PlatformOperationalTravelWorkspacesPage","/platform/operational-travel-workspaces","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/OperationalWorkflowsPage.jsx","PlatformOperationalWorkflowsPage","/platform/operational-workflows","exact","advanced","diagnostics","metadata | diagnostics | engineering","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/OperationsGovernancePage.jsx","PlatformOperationsGovernancePage","/platform/operations-governance","exact","advanced","catalogue_or_governance","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/PassengerMasterPage.jsx","PlatformPassengerMasterPage","/platform/passenger-master","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/PassengerServiceFeasibilityPage.jsx","PlatformPassengerServiceFeasibilityPage","/platform/passenger-service-feasibility","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/PassengerServiceWorkflowsPage.jsx","PlatformPassengerServiceWorkflowsPage","/platform/passenger-service-workflows","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/PassengerWorkspacesPage.jsx","PlatformPassengerWorkspacesPage","/platform/passenger-workspaces","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/PilotFeedbackReviewPage.jsx","PilotFeedbackReviewPage","/platform/pilot-feedback","exact","advanced","specialist_tooling","none","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/PilotOperationsReadinessPage.jsx","PlatformPilotOperationsReadinessPage","/platform/monitoring | /platform/pilot-operations","exact","primary","task_surface","diagnostics","Compatibility aliases share this page component."
"platform","frontend/src/pages/platform/PilotReadinessPage.jsx","PlatformPilotReadinessPage","/platform/pilot-readiness","exact","advanced","diagnostics","metadata | diagnostics","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/PlatformAgenciesPage.jsx","PlatformAgenciesPage","/platform/agencies","exact","primary","task_surface","none","Canonical or contextual product surface."
"platform","frontend/src/pages/platform/PlatformAgencyDetailPage.jsx","PlatformAgencyDetailPage","dynamic route in frontend/src/routes/RoutedApplication.jsx","dynamic","contextual","contextual_detail","none","Canonical or contextual product surface."
"platform","frontend/src/pages/platform/PlatformAuditPage.jsx","PlatformAuditPage","/platform/audit","exact","primary","task_surface","none","Canonical or contextual product surface."
"platform","frontend/src/pages/platform/PlatformBlueprintPage.jsx","PlatformBlueprintPage","/platform/blueprint","exact","advanced","catalogue_or_governance","engineering","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/PlatformDashboardPage.jsx","PlatformDashboardPage","/platform","exact","primary","task_surface","none","Canonical or contextual product surface."
"platform","frontend/src/pages/platform/PlatformDocumentTemplatesPage.jsx","PlatformDocumentTemplatesPage","/platform/document-templates | /platform/documents","exact","advanced","specialist_tooling","none","Compatibility aliases share this page component."
"platform","frontend/src/pages/platform/PlatformGdsParserPage.jsx","PlatformGdsParserPage","/platform/gds-parser","exact","advanced","foundation_or_metadata","foundation","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/PlatformReferenceDataPage.jsx","PlatformReferenceDataPage","/platform/reference","exact_and_dynamic","primary","task_surface","metadata | catalogue | engineering","Canonical or contextual product surface."
"platform","frontend/src/pages/platform/PlatformRulesServicesPage.jsx","PlatformRulesServicesPage","/platform/rules-services","exact","advanced","foundation_or_metadata","foundation","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/PlatformSettingsPage.jsx","PlatformSettingsPage","/platform/settings","exact","primary","task_surface","diagnostics","Canonical or contextual product surface."
"platform","frontend/src/pages/platform/PlatformUsersPage.jsx","PlatformUsersPage","/platform/users","exact","primary","task_surface","none","Canonical or contextual product surface."
"platform","frontend/src/pages/platform/PolicyComparisonPage.jsx","PlatformPolicyComparisonPage","/platform/policy-comparison","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/PricingFormulaBuilderPage.jsx","PlatformPricingFormulaBuilderPage","/platform/pricing-formula-builder","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/ReferenceDataEnginePage.jsx","PlatformReferenceDataEnginePage","/platform/reference-data-engine","exact","advanced","catalogue_or_governance","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/RequestSegmentServicesPage.jsx","PlatformRequestSegmentServicesPage","/platform/request-segment-services","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/RequestTripConversionDiagnosticsPage.jsx","PlatformRequestTripConversionDiagnosticsPage","/platform/request-trip-conversion","exact","advanced","diagnostics","metadata | diagnostics","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/RolloutDashboardPage.jsx","PlatformRolloutDashboardPage","/platform/rollout-dashboard","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/SaaSSubscriptionsPage.jsx","PlatformSaaSSubscriptionsPage","/platform/saas-subscriptions","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/ServiceMechanicsPage.jsx","PlatformServiceMechanicsPage","/platform/service-mechanics","exact","advanced","specialist_tooling","engineering","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/ServiceParameterTaxonomiesPage.jsx","PlatformServiceParameterTaxonomiesPage","/platform/service-parameter-taxonomies","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/ServiceTaxonomyPage.jsx","PlatformServiceTaxonomyPage","/platform/service-taxonomy","exact","advanced","catalogue_or_governance","engineering","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/SlaPoliciesPage.jsx","PlatformSlaPoliciesPage","/platform/sla-policies","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/SsrOsiWorkspacesPage.jsx","PlatformSsrOsiWorkspacesPage","/platform/ssr-osi-workspaces","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/TaskAutomationPage.jsx","PlatformTaskAutomationPage","/platform/task-automation","exact","advanced","specialist_tooling","metadata | engineering","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/TicketWorkspacesPage.jsx","PlatformTicketWorkspacesPage","/platform/ticket-workspaces","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/TravelRequestWorkspacesPage.jsx","PlatformTravelRequestWorkspacesPage","/platform/travel-request-workspaces","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/TripWorkspacesPage.jsx","PlatformTripWorkspacesPage","/platform/trip-workspaces","exact","advanced","specialist_tooling","metadata","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/VisualPolicyEditorPage.jsx","PlatformVisualPolicyEditorPage","/platform/visual-policy-editor","exact","primary","task_surface","none","Canonical or contextual product surface."
"platform","frontend/src/pages/platform/WorkflowMaturityPage.jsx","PlatformWorkflowMaturityPage","/platform/workflow-maturity","exact","advanced","specialist_tooling","none","Retained under collapsed Advanced navigation."
"platform","frontend/src/pages/platform/WorkQueueGovernancePage.jsx","PlatformWorkQueueGovernancePage","/platform/work-queues","exact","advanced","catalogue_or_governance","metadata | engineering","Retained under collapsed Advanced navigation."
"client_or_passenger_portal","frontend/src/pages/portal/PortalActionsPage.jsx","PortalActionsPage","/portal/actions","exact","contextual","contextual_detail","none","Canonical or contextual product surface."
"client_or_passenger_portal","frontend/src/pages/portal/PortalApprovalsPage.jsx","PortalApprovalsPage","/portal/approvals","exact","contextual","contextual_detail","none","Canonical or contextual product surface."
"client_or_passenger_portal","frontend/src/pages/portal/PortalAssistancePage.jsx","PortalAssistancePage","/portal/assistance","exact","primary","task_surface","none","Canonical or contextual product surface."
"client_or_passenger_portal","frontend/src/pages/portal/PortalBookingDetailPage.jsx","PortalBookingDetailPage","dynamic route in frontend/src/routes/RoutedApplication.jsx","dynamic","contextual","contextual_detail","none","Canonical or contextual product surface."
"client_or_passenger_portal","frontend/src/pages/portal/PortalBookingsPage.jsx","PortalBookingsPage","/portal/bookings","exact","contextual","contextual_detail","none","Canonical or contextual product surface."
"client_or_passenger_portal","frontend/src/pages/portal/PortalCommunicationDetailPage.jsx","PortalCommunicationDetailPage","dynamic route in frontend/src/routes/RoutedApplication.jsx","dynamic","contextual","contextual_detail","none","Canonical or contextual product surface."
"client_or_passenger_portal","frontend/src/pages/portal/PortalCommunicationsPage.jsx","PortalCommunicationsPage","/portal/communications","exact","primary","task_surface","none","Canonical or contextual product surface."
"client_or_passenger_portal","frontend/src/pages/portal/PortalDashboardPage.jsx","PortalDashboardPage","/portal","exact","primary","task_surface","none","Canonical or contextual product surface."
